year,plant,district,region,area_type,months,days_observed,production_m3,billed_m3,nrw_m3,physical_loss_m3,commercial_loss_m3,nrw_value_rm,physical_loss_value_rm,nrw_sunk_cost_rm,billed_revenue_rm,opex_rm,energy_cost_rm,energy_kwh,pipe_bursts,complaints,supply_interruption_hr,pipe_length_km,plant_age_yr,meter_age_yr,capacity_m3_day,capacity_utilisation_pct,customer_accounts,population_served,tariff_rm_m3,cost_per_m3_rm,pressure_bar,water_quality_compliance_pct,nrw_pct_monthly_sd,nrw_pct,physical_share_pct,nrw_per_km_m3,physical_loss_per_km_m3,bursts_per_100km,account_density,nrw_per_account_m3,loss_per_connection_l_day,operating_margin_pct,asset_age_index,complete_year,annualise,nrw_m3_annualised,production_m3_annualised,billed_m3_annualised,physical_loss_m3_annualised,commercial_loss_m3_annualised,nrw_value_rm_annualised,nrw_sunk_cost_rm_annualised,billed_revenue_rm_annualised,opex_rm_annualised,pipe_bursts_annualised,pr_nrw_per_km_m3,pr_bursts_per_100km,pr_plant_age_yr,pr_account_density,lips,lips_rank,volume_rank,rate_rank,rank_gap,connections_per_km,cluster,archetype,actual_nrw_pct,expected_nrw_pct,unexplained_pp,anomaly_score,unexplained_m3,anomaly_months,worst_z,recent_z,step_shift_pp,step_p,trend_pp_yr,trend_p,trend_recent_pp_yr,volatility_pp,latest_nrw_pct,projected_nrw_pct_12m,projected_extra_m3,unexplained_signal,step_signal,deterioration_signal,trend_signal,pr_unexplained,pr_deterioration,pr_trend,criticality,criticality_rank
2025,SG JELAI,LIPIS,BARAT,Bandar,12,365,72022750,50384003,21638747,18025075,3613672,29558528.402000003,24622252.450000003,4367456.808,68824548.1,14540331.39,9825521.39,24594896,146,2641,473.1,298.0,31.0,10.800000000000002,268300.0,73.51666666666667,169819.0,709295.0,1.3660000000000003,0.2019999999999999,2.4791666666666665,98.275,1.8705047123137324,30.04432210655661,83.29999421870407,72613.24496644296,60486.828859060406,48.99328859060403,569.8624161073825,127.42241445303527,290.8023667745521,78.87333547199854,73.50000000000001,True,1.0,21638747.0,72022750.0,50384003.0,18025075.0,3613672.0,29558528.402000003,4367456.808,68824548.1,14540331.39,146.0,97.2972972972973,50.0,73.64864864864865,97.2972972972973,80.74,3,2,66,64,569.8624161073825,1,Dense network · low loss rate,30.066666666666666,29.792075155697418,0.27459151096924916,0.5259575533454285,197768.35746660488,0,1.9993833227341944,-1.1321809176928581,-2.6433333333333344,0.0002465918247356069,-1.1167567567567565,0.0006964835089470448,-4.598601398601399,1.7939950417647599,28.0,26.883243243243243,0.0,0.27459151096924916,0.0,68.85135135135135,0.0,60.81,97.3,25.68,61.22,23
2025,SELENDANG,ROMPIN,PANTAI TIMUR,Luar Bandar,12,365,1881768,949904,931864,668146,263718,922545.36,661464.54,249011.322,940404.96,502338.42,261990.42,660837,15,89,44.9,26.0,16.0,8.5,7700.0,66.96666666666667,4466.833333333333,18716.0,0.99,0.2670833333333333,2.315,98.39166666666668,2.78517449537672,49.52066354619698,71.69994763184327,35840.92307692308,25697.92307692308,57.692307692307686,171.80128205128204,208.61848438491103,409.8064220666475,46.58275515688475,45.25,True,1.0,931864.0,1881768.0,949904.0,668146.0,263718.0,922545.36,249011.322,940404.96,502338.42,15.0,48.64864864864865,86.48648648648648,27.027027027027028,36.48648648648648,51.96,36,45,14,-31,171.80128205128204,0,Sparse network · high loss rate,49.49166666666667,48.8549123300834,0.6367543365832672,0.4541114320659581,11982.239344436215,0,1.5176042088223374,0.6744907594765942,-1.289999999999992,0.33301330079256475,-0.5011583011583013,0.33528198639364165,-0.08811188811188966,2.6243914638551082,52.1,51.5988416988417,0.0,0.6367543365832672,0.0,46.013513513513516,0.5547490347490348,62.16,36.49,81.08,60.14,24
2025,BUKIT FRASER,RAUB,BARAT,Luar Bandar,12,365,1542573,748032,794541,649934,144607,787390.131,644084.594,219395.117,741299.72,425957.1,219589.1,551241,16,75,53.6,26.0,30.0,14.1,5300.0,79.71666666666667,3703.0833333333335,15274.0,0.991,0.2766666666666666,2.35,97.78333333333336,2.4940383462824456,51.507513744892464,81.7999322879499,30559.26923076923,24997.46153846154,61.53846153846154,142.42628205128204,214.56200913653035,480.85363887492247,42.53915271949651,80.25,True,1.0,794541.0,1542573.0,748032.0,649934.0,144607.0,787390.131,219395.117,741299.72,425957.1,16.0,31.08108108108108,90.54054054054052,66.8918918918919,25.675675675675677,52.3,35,51,8,-43,142.42628205128204,0,Sparse network · high loss rate,51.475,43.93543264008591,7.53956735991409,0.4678567754421929,116303.33041084757,0,1.2945871028663667,-0.6418541098245022,-2.4166666666666785,0.09183196501115284,-1.8203861003861017,0.0021703803266345067,0.07132867132867025,3.186646278797325,50.5,48.6796138996139,0.0,7.53956735991409,0.0,47.9054054054054,0.0,90.54,47.3,25.68,58.11,25
2025,JANDA BAIK,BENTONG,BARAT,Pinggir Bandar,12,365,7694291,5102328,2591963,1884357,707606,3022228.858,2197160.262,544596.6209999999,5949314.45,1615954.47,985954.47,2455755,17,308,48.0,47.0,11.0,15.300000000000002,24100.0,87.47500000000001,18010.0,75856.0,1.166,0.21,2.585,98.35833333333332,1.9369415128605263,33.686833523712586,72.69999610333943,55148.14893617021,40092.70212765958,36.17021276595745,383.1914893617021,143.91799000555247,286.6530770576468,72.83797177673137,54.75000000000001,True,1.0,2591963.0,7694291.0,5102328.0,1884357.0,707606.0,3022228.858,544596.6209999999,5949314.45,1615954.47,17.0,83.78378378378379,2.702702702702702,4.72972972972973,85.13513513513513,47.91,44,16,53,37,383.1914893617021,1,Dense network · low loss rate,33.65833333333333,35.076648123227386,-1.4183147898940518,0.4959068994813926,-109129.26723048693,0,1.8885741265344647,-1.8885741265344647,-1.586666666666659,0.12584325253217066,-0.8552895752895755,0.03227719105473401,-0.38181818181817917,2.070776975907984,31.1,30.244710424710426,0.0,0.0,0.0,64.66216216216216,0.2006177606177606,29.73,91.89,62.16,58.11,26
2025,KERTAU,MARAN,TENGAH,Pinggir Bandar,12,365,5788030,3678866,2109164,1556563,552601,2585835.064,1908346.238,464063.053,4510289.7,1274687.54,876273.54,2194925,19,232,63.0,44.0,21.0,10.2,19700.0,80.45,13718.25,57078.0,1.226,0.2202499999999999,2.787,98.175,2.2260169620089405,36.44010138164453,73.7999984828112,47935.545454545456,35376.431818181816,43.18181818181818,311.77840909090907,153.7487653308549,310.86736022332013,71.73823357732432,57.00000000000001,True,1.0,2109164.0,5788030.0,3678866.0,1556563.0,552601.0,2585835.064,464063.053,4510289.7,1274687.54,19.0,75.67567567567568,25.675675675675677,41.891891891891895,74.32432432432432,56.22,28,20,42,22,311.77840909090907,1,Dense network · low loss rate,36.46666666666667,33.63764484927686,2.829021817389803,0.432682044759266,163744.63149706702,0,1.5859647587692938,-0.12760635990097813,-0.9966666666666697,0.35568979865533223,-0.522779922779922,0.22775924995782973,0.587412587412588,2.1955113440217953,37.6,37.077220077220076,0.0,2.829021817389803,0.0,36.013513513513516,0.5331274131274141,74.32,12.16,79.73,57.3,27
2025,SG TEKAM UTARA,JERANTUT,TENGAH,Luar Bandar,12,365,1287939,723083,564856,477869,86987,575588.264,486948.511,169479.959,736821.6,386742.01,200110.01,503865,15,65,50.0,24.0,27.0,12.699999999999998,4600.0,76.7,2903.25,12528.0,1.019,0.3003333333333333,2.3625,98.2,1.882676206087944,43.85735659841033,84.60014587788747,23535.666666666668,19911.20833333333,62.5,120.96875,194.5598897786963,450.9532892400935,47.51212369452795,72.24999999999999,True,1.0,564856.0,1287939.0,723083.0,477869.0,86987.0,575588.264,169479.959,736821.6,386742.01,15.0,18.91891891891892,91.8918918918919,58.108108108108105,18.91891891891892,45.0,50,60,20,-40,120.96875,0,Sparse network · high loss rate,43.89166666666667,46.77735037385034,-2.885683707183668,0.4572704449722362,-37165.84588146426,0,1.5671991176073787,0.813356504074718,0.086666666666666,0.9324323888480437,0.11583011583011604,0.7809410732751312,-1.0027972027971983,2.0882977887075853,45.6,45.715830115830116,1491.8212355212383,0.0,0.0,49.12162162162162,1.1717374517374521,29.73,50.0,100.0,56.89,28
2025,LEPAR UTARA,JERANTUT,TENGAH,Luar Bandar,12,365,2212091,1310015,902076,682872,219204,890349.012,673994.664,213706.911,1292984.82,523651.07,313239.07,783073,15,102,49.6,27.0,31.0,11.9,7500.0,80.81666666666666,5157.583333333333,21991.0,0.987,0.237,2.4966666666666666,98.36666666666667,1.9463057469488323,40.77933502735647,75.70005188032938,33410.22222222222,25291.555555555555,55.55555555555556,191.0216049382716,174.90284532484532,362.74395794816473,59.500601870948486,76.25,True,1.0,902076.0,2212091.0,1310015.0,682872.0,219204.0,890349.012,213706.911,1292984.82,523651.07,15.0,41.891891891891895,83.1081081081081,73.64864864864865,44.5945945945946,58.95,23,47,31,-16,191.0216049382716,0,Sparse network · high loss rate,40.80833333333333,45.68322168733309,-4.874888353999753,0.4396335161731852,-107836.96653887669,0,2.950897072710102,0.028103781644860545,0.6200000000000045,0.4500782073218696,-0.22826254826254827,0.6124685522508817,1.0111888111888097,2.262311993416371,41.4,41.17173745173745,0.0,0.0,0.0,51.68918918918919,0.8276447876447879,29.73,54.05,95.95,56.89,29
2025,BATU MALIM,RAUB,BARAT,Pinggir Bandar,12,365,4628557,3224034,1404523,1181204,223319,1709304.4910000002,1437525.2680000002,323665.658,3923649.38,1066557.81,745612.81,1870966,20,190,62.7,39.0,35.0,13.4,14600.0,86.86666666666667,11084.75,45733.0,1.217,0.2305,2.410833333333333,98.36666666666667,1.6599561878117588,30.344727309180808,84.10001117817222,36013.41025641026,30287.28205128205,51.28205128205128,284.2243589743589,126.70768398024312,291.9484284684592,72.81719881912588,86.00000000000001,True,1.0,1404523.0,4628557.0,3224034.0,1181204.0,223319.0,1709304.4910000002,323665.658,3923649.38,1066557.81,20.0,50.0,62.16216216216216,85.13513513513513,63.51351351351351,62.09,18,29,63,34,284.22435897435895,1,Dense network · low loss rate,30.349999999999998,32.17265656031112,-1.8226565603111216,0.4721078500195743,-84362.69780823962,0,1.5350479353605264,0.7907822697311823,-0.23999999999999844,0.7650747715748659,-0.4225482625482624,0.1959233145571272,1.8293706293706298,1.6577260194481944,32.6,32.17745173745174,0.0,0.0,0.0,52.9054054054054,0.6333590733590737,29.73,58.11,87.84,55.68,30
2025,SEPAYANG,ROMPIN,PANTAI TIMUR,Luar Bandar,12,365,1608286,1016674,591612,476840,114773,591020.388,476363.16,147446.817,1015657.34,400571.56,205331.56,516935,11,73,41.1,27.0,26.0,16.0,5300.0,83.14999999999999,3737.6666666666665,15724.0,0.999,0.2494166666666666,2.4041666666666663,98.56666666666666,1.3800252522942105,36.78524839487504,80.60012305362298,21911.555555555555,17660.74074074074,40.74074074074074,138.4320987654321,158.2837777579595,349.5258072516123,60.56036379356053,79.0,True,1.0,591612.0,1608286.0,1016674.0,476840.0,114773.0,591020.388,147446.817,1015657.34,400571.56,11.0,17.56756756756757,16.216216216216218,56.08108108108109,20.27027027027027,25.34,70,59,39,-20,138.4320987654321,0,Sparse network · high loss rate,36.791666666666664,40.00602494616688,-3.214358279500219,0.4528543430497926,-51696.07419904289,0,3.3111364556123712,-1.7168855695767882,-1.6533333333333289,0.04818223709745644,-0.837683397683398,0.043227187550103054,-1.9846153846153856,2.140194406769028,34.3,33.4623166023166,0.0,0.0,0.0,61.013513513513516,0.21822393822393815,29.73,79.73,63.51,54.86,31
2025,BENTONG (FASA 2),BENTONG,BARAT,Bandar,12,365,39906231,26581141,13325090,8075005,5250085,17389242.45,10537881.525,2866991.685,34688389.03,8578281.68,6201642.68,15554387,112,1491,388.9,193.0,40.0,8.6,159300.0,68.64166666666667,93382.75,396425.0,1.305,0.2151666666666666,2.3372727272727274,98.21666666666664,1.601703638459546,33.391001019364616,60.600003452134274,69041.9170984456,41839.40414507772,58.03108808290155,483.8484455958549,142.6932704380627,236.90993646966933,75.27045239091059,81.5,True,1.0,13325090.0,39906231.0,26581141.0,8075005.0,5250085.0,17389242.45,2866991.685,34688389.03,8578281.68,112.0,95.94594594594594,87.83783783783784,100.0,94.5945945945946,94.53,1,7,57,50,483.8484455958549,1,Dense network · low loss rate,33.4,31.608534526648242,1.7914654733517599,0.4988697978853455,714906.3500809968,0,1.5386820450559795,-0.6534129232429499,-2.3133333333333326,0.0005153693449835486,-1.4912741312741313,5.2238832576610665e-05,-1.5524475524475547,2.0772503786983574,33.3,31.808725868725865,0.0,1.7914654733517599,0.0,57.63513513513514,0.0,63.51,66.22,25.68,52.97,32
2025,BATU EMBUN,JERANTUT,TENGAH,Luar Bandar,12,365,1604438,825304,779134,652136,126998,760434.784,636484.736,234304.309,805496.72,482219.23,322252.23,811300,17,81,54.4,24.0,39.0,12.5,6200.0,70.875,3771.5833333333335,15899.0,0.976,0.3004166666666666,2.590909090909091,98.04166666666669,2.663843202228802,48.561178431326105,83.70010806870192,32463.916666666668,27172.33333333333,70.83333333333334,157.14930555555557,206.5800835193,473.719871654983,40.1339300301558,89.75,True,1.0,779134.0,1604438.0,825304.0,652136.0,126998.0,760434.784,234304.309,805496.72,482219.23,17.0,37.83783783783784,98.64864864864865,96.62162162162164,29.72972972972973,63.58,16,52,15,-37,157.14930555555557,0,Sparse network · high loss rate,48.61666666666667,48.86848182497423,-0.2518151583075685,0.4505714106520821,-4040.218089646786,0,2.007021284296213,-0.5264318122744169,-1.8733333333333206,0.25878372638863534,-0.6403088803088807,0.238848330563394,-1.0657342657342648,2.752283002962279,48.6,47.95969111969112,0.0,0.0,0.0,55.33783783783784,0.41559845559845543,29.73,62.16,74.32,52.84,33
2025,SG KLAU,RAUB,BARAT,Luar Bandar,12,365,528586,286442,242144,138748,103396,247713.312,141939.204,86688.28199999999,293030.18,188780.49,103323.49,260759,10,39,35.6,20.0,12.0,6.400000000000001,1800.0,80.39166666666667,1238.6666666666667,5265.0,1.023,0.3587499999999999,2.535,98.15,2.60116524005312,45.8097641632582,57.29978855557024,12107.2,6937.4,50.0,61.93333333333334,195.4876210979548,306.8876535381984,35.576434481936296,34.0,True,1.0,242144.0,528586.0,286442.0,138748.0,103396.0,247713.312,86688.28199999999,293030.18,188780.49,10.0,4.054054054054054,56.08108108108109,10.81081081081081,4.054054054054054,18.41,73,72,17,-55,61.93333333333334,0,Sparse network · high loss rate,45.93333333333334,45.6705462881523,0.2627870451810323,0.4876396076458451,1389.0555306406116,0,1.6242838697599573,0.11012094032270679,-1.5633333333333397,0.2158258186112868,-1.7190733590733593,0.0029702118075639133,2.9790209790209743,3.0928968302336135,47.8,46.080926640926634,0.0,0.2627870451810323,0.0,58.44594594594594,0.0,59.46,70.27,25.68,52.57,34
2025,PANCHING,KUANTAN,PANTAI TIMUR,Bandar,12,365,60406812,44044545,16362267,12533497,3828770,22432668.057,17183424.387,3938197.715,60385071.21,14527847.78,10064630.78,25266352,84,2285,263.2,224.0,30.0,5.3,213700.0,77.43333333333334,144666.0,601235.0,1.3709999999999998,0.2400833333333333,2.703333333333333,98.325,1.3406240066747743,27.08679113872125,76.60000292135558,73045.83482142857,55953.111607142855,37.5,645.8303571428571,113.10374932603376,237.36294599425904,75.94132541555382,58.25,True,1.0,16362267.0,60406812.0,44044545.0,12533497.0,3828770.0,22432668.057,3938197.715,60385071.21,14527847.78,84.0,98.64864864864865,8.783783783783784,66.8918918918919,100.0,70.03,11,5,72,67,645.8303571428571,1,Dense network · low loss rate,27.05,28.56710664049963,-1.51710664049963,0.4996548844409399,-916435.7561661274,0,1.6637438733756027,-0.8993210126354603,-0.9000000000000021,0.24770977967582186,-1.0403088803088805,0.0011202522718203967,1.2923076923076922,1.7283582447577885,26.4,25.359691119691117,0.0,0.0,0.0,61.689189189189186,0.01559845559845563,29.73,82.43,52.7,52.43,35
2025,SG KERATONG,ROMPIN,PANTAI TIMUR,Luar Bandar,12,365,1126596,695187,431409,241159,190250,413721.231,231271.481,120042.74,666684.33,313341.78,158475.78,394721,11,56,39.3,23.0,22.0,11.5,4700.0,65.64166666666667,2700.083333333333,11152.0,0.959,0.27875,2.715,98.60833333333332,1.3449118479617468,38.29314146331072,55.90031733227633,18756.91304347826,10485.173913043478,47.82608695652174,117.39492753623188,159.77617974753863,244.6997027404448,52.99997826557584,61.75000000000001,True,1.0,431409.0,1126596.0,695187.0,241159.0,190250.0,413721.231,120042.74,666684.33,313341.78,11.0,14.864864864864863,41.21621621621622,45.27027027027027,17.56756756756757,27.94,68,64,33,-31,117.39492753623188,0,Sparse network · high loss rate,38.28333333333333,43.32398594207928,-5.0406526087459484,0.4398251211967394,-56787.7906640275,0,2.975694527102621,0.3570833432523111,-0.01999999999999602,0.9633444829775609,-0.6610038610038603,0.03528227275222558,1.9216783216783238,1.6258331197676263,39.4,38.738996138996136,0.0,0.0,0.0,52.770270270270274,0.39490347490347577,29.73,56.08,72.97,50.61,36
2025,LURAH BILUT,BENTONG,BARAT,Luar Bandar,12,365,1443500,768567,674933,544671,130262,635786.8859999999,513080.082,219939.535,723990.1,470070.73,304802.73,757216,15,80,45.4,25.0,38.0,12.4,5200.0,76.03333333333333,3465.75,14570.0,0.9419999999999998,0.3256666666666666,2.2963636363636364,98.65,2.7990664027980343,46.75670245930032,80.70001022323697,26997.32,21786.84,60.0,138.63,194.7437062684845,430.5703859391165,35.07221576648631,88.0,True,1.0,674933.0,1443500.0,768567.0,544671.0,130262.0,635786.8859999999,219939.535,723990.1,470070.73,15.0,24.324324324324326,89.1891891891892,92.56756756756756,21.62162162162162,53.78,32,56,16,-40,138.63,0,Sparse network · high loss rate,46.725,48.2668265067443,-1.5418265067442967,0.44173637623787226,-22256.26562485392,0,1.7611703164111108,-0.07494341771962021,0.8233333333333235,0.5478993894022194,-0.4606949806949807,0.33394996928037485,2.0937062937062962,2.405951660998559,47.2,46.73930501930502,0.0,0.0,0.0,46.554054054054056,0.5952123552123554,29.73,40.54,85.14,49.59,37
2025,SG. LEMBING,KUANTAN,PANTAI TIMUR,Pinggir Bandar,12,365,8833601,6154429,2679172,1894174,784998,3105160.348,2195347.666,763075.494,7132983.21,2516153.28,1927905.28,4815104,23,338,60.2,48.0,39.0,14.1,31600.0,76.59166666666665,20686.666666666668,86814.0,1.159,0.2849166666666666,2.7025,98.20833333333331,1.5945693823573537,30.329330020678995,70.6999774557214,55816.083333333336,39461.958333333336,47.91666666666667,430.97222222222223,129.51202062520142,250.8629298204565,64.72509178947023,93.75,True,1.0,2679172.0,8833601.0,6154429.0,1894174.0,784998.0,3105160.348,763075.494,7132983.21,2516153.28,23.0,85.13513513513513,43.24324324324324,96.62162162162164,91.8918918918919,77.97,5,15,64,49,430.97222222222223,1,Dense network · low loss rate,30.308333333333334,31.359712556155248,-1.0513792228219156,0.46943583347147827,-92874.64554098897,0,1.866091101218581,-0.38221143037006966,-1.129999999999992,0.06839608753366697,-1.047876447876448,0.003844703958462817,1.044755244755246,1.9310870571318688,30.6,29.552123552123554,0.0,0.0,0.0,60.067567567567565,0.00803088803088814,29.73,74.32,51.35,49.59,38
2025,JENGKA UTAMA,MARAN,TENGAH,Bandar,12,365,66001229,46135469,19865760,11263886,8601874,25845353.76,14654315.686,6211756.018,60022245.18,20640338.02,14550705.02,36488306,155,1979,610.5,365.0,22.0,11.699999999999998,241900.0,74.72500000000001,155351.16666666666,663174.0,1.301,0.3124166666666667,2.64,98.45,1.156110249539771,30.099075882359703,56.70000040270294,54426.739726027394,30859.961643835617,42.465753424657535,425.6196347031963,127.87647770052152,198.6464749894741,65.6121860185304,62.24999999999999,True,1.0,19865760.0,66001229.0,46135469.0,11263886.0,8601874.0,25845353.76,6211756.018,60022245.18,20640338.02,155.0,82.43243243243244,18.91891891891892,45.27027027027027,90.54054054054052,60.34,21,4,65,61,425.6196347031963,1,Dense network · low loss rate,30.125,32.62378433597133,-2.4987843359713264,0.56413356658665,-1649228.3718005647,0,1.9837963514017474,-0.5951389054205242,-1.9533333333333296,0.015160024341161545,-1.7652509652509654,1.8990117061147515e-05,0.9944055944055945,2.3567803419595377,30.0,28.234749034749036,0.0,0.0,0.0,69.93243243243244,0.0,29.73,100.0,25.68,49.59,39
2025,SG GAPOI,BENTONG,BARAT,Pinggir Bandar,12,365,9370126,6238605,3131521,2013568,1117953,3826718.662,2460580.096,936530.879,7623575.31,2803827.89,1918557.89,4786556,27,413,99.6,51.0,35.0,6.099999999999999,38700.0,66.31666666666668,22218.166666666668,93968.0,1.222,0.2993333333333333,2.499090909090909,98.3,1.56231665590985,33.42026563997111,64.29999990419991,61402.37254901961,39481.72549019608,52.94117647058824,435.6503267973856,140.94416731053417,248.2934231387639,63.22161484622364,67.75,True,1.0,3131521.0,9370126.0,6238605.0,2013568.0,1117953.0,3826718.662,936530.879,7623575.31,2803827.89,27.0,91.8918918918919,70.27027027027027,85.13513513513513,93.24324324324324,85.34,2,10,55,45,435.6503267973856,1,Dense network · low loss rate,33.40833333333334,34.29791011910962,-0.8895767857762896,0.4493599362951051,-83354.46569398842,0,1.5898710759091192,0.24088955695592712,-0.13666666666667027,0.8494440888673522,-0.3315830115830112,0.3340943169421545,-0.18881118881118836,1.732182221047653,34.1,33.76841698841699,0.0,0.0,0.0,45.20270270270271,0.7243243243243249,29.73,35.14,89.19,49.19,40
2025,SEMAMBU,KUANTAN,PANTAI TIMUR,Bandar,12,365,77636329,57745487,19890842,12232868,7657975,25460277.76,15658071.04,5475437.453,73914223.36,21354675.9,14212999.9,35580192,136,3112,488.4,437.0,16.0,10.6,286400.0,74.21666666666667,181203.5833333333,765403.0,1.28,0.2751666666666666,2.374166666666667,98.44166666666666,1.2332207155790622,25.620533912673796,61.50000085466467,45516.800915331805,27992.83295194508,31.12128146453089,414.65350877192986,109.77068794169357,184.956093211816,71.10884085733834,50.5,True,1.0,19890842.0,77636329.0,57745487.0,12232868.0,7657975.0,25460277.76,5475437.453,73914223.36,21354675.9,136.0,71.62162162162163,1.351351351351351,27.027027027027028,87.83783783783784,47.57,47,3,74,71,414.6535087719298,1,Dense network · low loss rate,25.641666666666666,29.830063798864504,-4.188397132197839,0.53943860774869,-3251717.777379679,0,1.9984911391899123,-0.19984911391899052,-1.8266666666666609,0.025979315326927637,-1.4097297297297298,7.0379085531173445e-06,0.9272727272727277,1.814694818406284,26.6,25.190270270270272,0.0,0.0,0.0,69.3918918918919,0.0,29.73,98.65,25.68,49.19,41
2025,MEMPATEH,TEMERLOH,TENGAH,Luar Bandar,12,365,592118,336779,255339,178737,76602,249721.542,174804.786,100448.151,329369.88,233271.62,131958.62,329296,10,38,31.6,21.0,17.0,15.199999999999998,2000.0,81.11666666666666,1395.1666666666667,5854.0,0.978,0.3938333333333333,2.5058333333333334,98.325,2.1370469571279185,43.12299237651955,69.99988250913492,12159.0,8511.285714285714,47.61904761904761,66.43650793650794,183.0168438657269,350.9906182957143,29.17639585016093,63.5,True,1.0,255339.0,592118.0,336779.0,178737.0,76602.0,249721.542,100448.151,329369.88,233271.62,10.0,5.405405405405405,39.18918918918919,33.108108108108105,6.756756756756757,19.59,72,71,25,-46,66.43650793650794,0,Sparse network · high loss rate,43.11666666666667,46.13638499404666,-3.019718327379995,0.4750058695403911,-17880.295765715877,0,1.2996285365524667,0.9048046773466557,-0.28000000000000114,0.817790036817679,-0.7023938223938231,0.11617053822134771,1.4685314685314705,2.2817512767365535,46.6,45.89760617760618,0.0,0.0,0.0,50.20270270270271,0.353513513513513,29.73,51.35,68.92,47.97,42
2025,BATU BALAI,JERANTUT,TENGAH,Pinggir Bandar,12,365,2438875,1581889,856986,632457,224529,1029240.186,759580.8570000001,218990.872,1899848.7,622230.89,384007.89,970843,12,99,42.0,28.0,18.0,8.2,10200.0,65.54166666666667,5819.583333333333,24327.0,1.201,0.2550833333333333,2.265,98.19166666666666,1.5149757473806351,35.13857823791707,73.8001554284434,30606.64285714286,22587.75,42.85714285714285,207.8422619047619,147.25899620534116,297.74621392303385,67.24839772767169,47.5,True,1.0,856986.0,2438875.0,1581889.0,632457.0,224529.0,1029240.186,218990.872,1899848.7,622230.89,12.0,32.432432432432435,22.2972972972973,36.48648648648648,52.702702702702695,33.75,60,48,51,3,207.8422619047619,0,Sparse network · high loss rate,35.13333333333333,37.634905087321386,-2.5015717539880544,0.427331507963354,-61010.20811507616,0,2.023472278429786,-0.07494341771961735,0.6199999999999974,0.3270335289917924,-0.30764478764478703,0.3855341205973362,0.45314685314685277,1.7865236261148816,34.7,34.39235521235521,0.0,0.0,0.0,43.445945945945944,0.7482625482625491,29.73,28.38,90.54,47.57,43
2025,RUNCHANG AGRO,PEKAN,PANTAI TIMUR,Pinggir Bandar,12,365,8418690,5274301,3144389,2446335,698054,3553159.57,2764358.55,834263.125,5959960.13,2234299.46,1554011.46,3874546,24,298,74.8,53.0,23.0,14.1,31500.0,73.19166666666666,19741.33333333333,83890.0,1.13,0.26575,2.665,98.55833333333334,2.13688742772938,37.35009841198571,77.80001138535977,59328.09433962264,46157.2641509434,45.28301886792453,372.4779874213836,159.27946440632178,339.50531902098186,62.51150324389838,69.75,True,1.0,3144389.0,8418690.0,5274301.0,2446335.0,698054.0,3553159.57,834263.125,5959960.13,2234299.46,24.0,89.1891891891892,29.72972972972973,48.64864864864865,82.43243243243244,65.2,15,9,37,28,372.47798742138355,1,Dense network · low loss rate,37.391666666666666,33.31481835970191,4.076848306964757,0.4326249219830356,343217.22073361126,0,1.9140953985146643,-1.1849161990805064,-1.6699999999999946,0.1568241720271407,-1.4231660231660237,0.0022231531787379123,-0.47412587412587515,2.496372368057298,35.2,33.77683397683398,0.0,4.076848306964757,0.0,42.63513513513514,0.0,81.08,22.97,25.68,47.03,44
2025,SBRG TEMERLOH,TEMERLOH,TENGAH,Pinggir Bandar,12,365,5070588,3500788,1569800,1208745,361055,1844515.0,1420275.375,421212.847,4113425.93,1358642.68,930826.68,2320131,16,173,55.9,43.0,14.0,9.4,19800.0,70.125,12113.25,50179.0,1.175,0.2678333333333333,2.575,98.28333333333336,1.8133135582700697,30.958934151226643,76.99993629761754,36506.976744186046,28110.3488372093,37.2093023255814,281.70348837209303,129.59362681361318,273.3890687459023,66.97053251667522,44.5,True,1.0,1569800.0,5070588.0,3500788.0,1208745.0,361055.0,1844515.0,421212.847,4113425.93,1358642.68,16.0,51.35135135135135,6.756756756756757,18.91891891891892,62.16216216216216,35.34,57,26,62,36,281.70348837209303,1,Dense network · low loss rate,30.90833333333333,39.61808692026096,-8.709753586927626,0.44060692098111276,-441635.72020832176,0,1.8418786124168556,0.2853614751631733,-1.0766666666666644,0.23853747519576643,-0.6030888030888039,0.05568219471521298,-0.6671328671328697,1.62272395209147,32.3,31.696911196911195,0.0,0.0,0.0,46.41891891891892,0.45281853281853224,29.73,39.19,77.03,46.76,45
2025,SG BERA (TEMBANGAU),BERA,TENGAH,Pinggir Bandar,12,365,3731892,2413149,1318743,899383,419360,1509960.735,1029793.535,369815.558,2763055.65,1046978.03,735580.03,1838174,15,161,48.3,35.0,29.0,12.1,12200.0,83.78333333333333,8743.333333333334,36860.0,1.145,0.2804166666666667,2.4766666666666666,97.8,1.890867205247049,35.337115865089345,68.20002077736147,37678.37142857143,25696.657142857144,42.85714285714285,249.80952380952385,150.82840259245137,281.821923030724,62.10796441975391,73.75,True,1.0,1318743.0,3731892.0,2413149.0,899383.0,419360.0,1509960.735,369815.558,2763055.65,1046978.03,15.0,52.702702702702695,22.2972972972973,62.83783783783784,56.75675675675676,47.74,46,34,49,15,249.80952380952382,1,Dense network · low loss rate,35.34166666666667,32.27381141953736,3.06785524712931,0.44891412421892696,114489.04453919895,0,1.5219278675369354,-0.6571961246182207,-1.9533333333333402,0.08019233788129886,-1.3964478764478767,0.0009732864529978171,-0.8097902097902112,2.2963470723179475,34.9,33.50355212355212,0.0,3.06785524712931,0.0,42.9054054054054,0.0,75.68,25.68,25.68,45.68,46
